,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,y
1875,33,7,1,1,210,1,1,20,8,201,1,-1,no
1876,45,1,1,0,4170,1,1,20,8,114,3,-1,no
1877,36,2,1,1,215,1,1,18,9,309,1,-1,no
1878,47,9,1,2,831,1,0,5,8,316,3,-1,no
1879,49,7,2,1,133,0,0,11,6,319,6,-1,no
1880,36,1,1,1,0,0,1,17,6,138,5,-1,no
1881,32,0,1,1,48,1,0,28,5,76,3,-1,no
1882,48,0,1,1,844,0,0,28,1,12,21,-1,no
1883,53,0,1,1,172,0,0,19,1,80,6,-1,no
1884,47,7,1,1,1717,0,0,20,1,216,9,-1,no
1885,42,9,1,2,1397,1,0,6,3,135,7,-1,no
1886,46,0,1,3,2033,0,0,24,3,99,2,86,no
1887,48,1,1,1,1230,1,0,12,9,169,1,196,no
1888,33,7,1,1,244,1,0,18,9,231,2,-1,no
1889,38,0,1,0,464,0,1,11,6,86,2,-1,no
1890,36,4,1,2,0,0,1,4,1,89,1,-1,no
1891,35,4,0,2,160,1,0,4,6,141,6,-1,no
1892,35,1,1,1,412,1,0,3,6,316,1,-1,no
1893,44,1,1,1,2979,1,0,18,8,18,5,178,no
1894,31,1,1,1,297,1,0,12,8,480,1,-1,no
1895,32,1,1,1,1,1,0,8,8,102,1,-1,no
1896,29,7,1,1,3220,0,0,17,5,172,3,-1,no
1897,33,0,1,1,0,1,0,17,9,78,1,-1,no
1898,30,4,2,2,1637,1,0,13,1,163,3,-1,no
1899,31,1,2,1,0,1,0,6,8,273,2,-1,no
1900,46,1,1,0,620,1,0,20,1,174,2,-1,no
1901,46,9,1,1,3434,0,1,8,6,148,2,101,no
1902,41,9,2,1,413,1,1,8,1,292,2,-1,no
1903,35,0,1,1,561,1,0,5,8,168,2,-1,no
1904,47,4,0,2,0,1,1,18,9,203,3,-1,no
1905,50,9,1,1,-584,0,0,20,1,75,2,-1,no
1906,27,0,2,1,321,0,1,2,11,4,1,-1,no
1907,32,4,2,2,131,1,0,11,1,112,1,81,no
1908,47,3,1,1,131,0,0,8,1,148,1,-1,no
1909,54,4,1,2,2960,1,0,13,3,94,9,85,no
1910,35,1,1,1,-184,1,0,12,8,155,2,-1,no
1911,32,0,2,1,-133,1,0,14,8,119,1,352,no
1912,45,1,0,0,102,1,0,11,8,282,1,-1,no
1913,35,4,1,2,376,0,0,19,9,223,4,-1,no
1914,33,6,1,0,61,1,0,13,8,161,1,-1,no
1915,22,8,2,1,144,0,0,21,1,116,1,-1,no
1916,28,1,2,0,643,1,0,15,8,297,1,-1,no
1917,55,1,1,0,3297,1,1,30,0,96,1,-1,no
1918,38,4,1,2,385,1,0,28,10,154,1,-1,no
1919,60,3,0,1,2063,0,0,17,3,73,2,-1,no
1920,29,9,2,2,313,0,1,8,5,227,2,-1,no
1921,43,1,1,0,-120,1,0,3,6,46,1,-1,no
1922,49,2,1,1,-178,0,1,12,6,84,1,-1,no
1923,39,0,2,1,1242,1,0,12,8,303,3,-1,no
1924,73,5,1,1,2850,0,0,17,8,157,2,28,no
1925,34,9,0,1,1301,1,0,30,4,196,2,189,no
1926,31,1,2,1,183,1,0,14,8,258,1,300,no
1927,59,5,1,1,0,0,0,5,6,812,1,-1,yes
1928,41,1,0,0,138,1,0,18,5,640,3,-1,no
1929,32,1,2,0,1450,1,0,6,3,72,6,273,no
1930,56,9,2,1,751,1,0,19,9,85,5,-1,no
1931,48,9,1,1,340,1,0,28,4,255,2,-1,no
1932,47,9,1,1,1571,1,0,11,8,261,1,369,no
1933,38,1,2,0,490,1,1,25,1,17,1,-1,no
1934,27,1,2,1,-46,1,0,3,2,97,3,199,no
1935,45,10,1,1,7203,0,0,30,0,572,2,-1,no
1936,33,10,0,1,1005,1,0,20,8,229,2,-1,no
1937,39,1,2,0,561,1,0,17,0,88,1,-1,no
1938,45,0,0,1,59,1,0,24,5,873,8,-1,no
1939,37,10,2,2,1316,1,0,18,9,389,1,172,no
1940,38,4,1,2,2724,1,0,16,8,177,4,-1,no
1941,40,4,2,2,406,1,0,13,8,130,1,371,no
1942,48,4,1,2,571,1,1,19,9,77,2,-1,no
1943,30,4,1,2,877,0,0,13,1,202,1,83,no
1944,48,1,1,1,1230,1,1,7,8,152,3,-1,no
1945,32,10,2,1,104,0,0,4,3,233,3,-1,no
1946,55,5,1,1,1504,1,1,17,9,761,1,-1,no
1947,43,1,1,1,14646,0,0,23,10,210,1,-1,no
1948,26,10,2,1,632,0,0,12,3,218,1,-1,no
1949,39,9,2,2,4660,0,0,30,8,53,2,-1,no
1950,42,1,1,1,375,1,0,6,6,99,5,-1,no
1951,26,4,2,2,47,1,0,18,8,63,1,-1,no
1952,55,1,1,0,284,0,1,14,5,252,4,-1,no
1953,36,9,2,1,-475,1,0,12,8,793,5,-1,no
1954,29,9,1,1,132,1,1,30,0,88,1,-1,no
1955,29,1,1,1,15,0,0,3,6,136,1,-1,no
1956,27,0,2,2,4991,1,0,13,3,123,1,-1,no
1957,48,1,0,1,2071,0,0,14,8,127,1,-1,no
1958,37,1,1,1,-97,1,0,5,6,135,2,-1,no
1959,26,1,2,0,941,0,0,29,4,1165,1,-1,yes
1960,38,4,0,2,-199,1,0,18,8,15,3,-1,no
1961,47,4,1,2,3681,0,0,14,1,101,2,-1,no
1962,34,8,2,3,1011,0,0,1,6,253,1,-1,no
1963,46,1,2,0,96,1,0,16,0,99,1,148,no
1964,56,4,1,2,3039,0,0,6,6,420,2,-1,no
1965,43,0,1,2,1924,1,0,7,8,244,7,-1,no
1966,26,4,2,2,141,0,0,12,1,74,2,-1,no
1967,50,1,0,0,-677,0,0,10,5,387,1,-1,no
1968,49,1,1,0,1133,1,0,4,8,291,3,-1,no
1969,49,0,1,1,635,0,0,22,5,400,8,-1,no
1970,35,4,1,2,-640,1,1,5,6,78,6,-1,no
1971,30,4,2,2,420,0,0,25,1,618,3,-1,no
1972,35,4,1,2,1906,1,0,16,0,102,1,148,no
1973,51,3,1,0,289,0,0,14,8,97,5,-1,no
1974,49,0,1,1,1677,0,0,5,6,19,3,-1,no
1975,37,7,2,1,248,1,0,8,0,417,2,57,no
1976,34,9,1,2,4,1,0,24,5,70,1,-1,no
1977,47,7,1,1,1549,1,0,14,8,95,6,-1,no
1978,55,0,1,1,6205,0,0,6,8,233,2,-1,no
1979,30,0,2,1,382,1,0,19,9,369,1,191,no
1980,35,6,1,1,670,0,0,9,5,378,1,-1,no
1981,38,4,2,2,2813,0,0,14,1,146,2,-1,no
1982,53,9,1,0,0,0,0,21,5,96,1,-1,no
1983,32,1,1,1,257,1,1,29,4,74,1,239,no
1984,46,1,2,0,501,1,0,6,8,207,1,-1,no
1985,59,4,2,1,671,1,1,15,8,157,5,-1,no
1986,39,1,1,1,5201,0,0,9,6,317,1,-1,no
1987,37,11,1,3,1699,0,0,9,6,63,1,-1,no
1988,39,7,1,1,53,0,0,5,7,257,1,394,no
1989,44,7,1,1,163,1,0,17,9,73,1,-1,no
1990,38,7,2,2,323,1,0,19,8,138,1,-1,no
1991,56,4,1,2,4,1,1,30,4,299,1,2,no
1992,28,1,1,1,822,1,0,6,6,209,18,-1,no
1993,48,10,1,0,551,1,0,29,8,162,2,-1,no
1994,37,9,2,1,1211,1,0,21,8,795,1,-1,no
1995,46,4,1,2,740,1,0,8,8,462,1,359,no
1996,38,1,2,1,-56,1,1,6,6,247,2,-1,no
1997,44,4,0,2,-710,1,0,10,5,183,1,-1,no
1998,60,0,1,1,12980,0,0,5,7,115,1,-1,no
1999,59,5,0,0,121,1,0,12,8,144,7,-1,no
2000,29,4,2,2,-223,0,1,9,5,208,1,-1,no
